0,-842150451
1,-842150451
2,-842150451
3,-842150451
4,-842150451
5,-842150451
6,-842150451
7,-842150451
8,-842150451
9,-842150451
10,-842150451
11,-842150451
12,-842150451
13,-842150451
14,-842150451
15,-842150451
16,-842150451
17,-842150451
18,-842150451
19,-842150451
20,-842150451
21,-842150451
22,-842150451
23,-842150451
24,-842150451
25,-842150451
26,-842150451
27,-842150451
28,-842150451
29,-842150451
30,-842150451
31,-842150451
32,-842150451
33,-842150451
34,-842150451
35,-842150451
36,-842150451
37,-842150451
38,-842150451
39,-842150451
40,-842150451
41,-842150451
42,-842150451
43,-842150451
44,-842150451
45,-842150451
46,-842150451
47,-842150451
48,-842150451
49,-842150451
50,-842150451
51,-842150451
52,-842150451
53,-842150451
54,-842150451
55,-842150451
56,-842150451
57,-842150451
58,-842150451
59,-842150451
60,-842150451
61,-842150451
62,-842150451
63,-842150451
64,-842150451
65,-842150451
66,-842150451
67,-842150451
68,-842150451
69,-842150451
70,-842150451
71,-842150451
72,-842150451
73,-842150451
74,-842150451
75,-842150451
76,-842150451
77,-842150451
78,-842150451
79,-842150451
80,-842150451
81,-842150451
82,-842150451
83,-842150451
84,-842150451
85,-842150451
86,-842150451
87,-842150451
88,-842150451
89,-842150451
90,-842150451
91,-842150451
92,-842150451
93,-842150451
94,-842150451
95,-842150451
96,-842150451
97,-842150451
98,-842150451
99,-842150451
100,-842150451
101,-842150451
102,-842150451
103,-842150451
104,-842150451
105,-842150451
106,-842150451
107,-842150451
108,-842150451
109,-842150451
110,-842150451
111,-842150451
112,-842150451
113,-842150451
114,-842150451
115,-842150451
116,-842150451
117,-842150451
118,-842150451
119,-842150451
120,-842150451
121,-842150451
122,-842150451
123,-842150451
124,-842150451
125,-842150451
126,-842150451
127,-842150451
128,-842150451
129,-842150451
130,-842150451
131,-842150451
132,-842150451
133,-842150451
134,-842150451
135,-842150451
136,-842150451
137,-842150451
138,-842150451
139,-842150451
140,-842150451
141,-842150451
142,-842150451
143,-842150451
144,-842150451
145,-842150451
146,-842150451
147,-842150451
148,-842150451
149,-842150451
150,-842150451
151,-842150451
152,-842150451
153,-842150451
154,-842150451
155,-842150451
156,-842150451
157,-842150451
158,-842150451
159,-842150451
160,-842150451
161,-842150451
162,-842150451
163,-842150451
164,-842150451
165,-842150451
166,-842150451
167,-842150451
168,-842150451
169,-842150451
170,-842150451
171,-842150451
172,-842150451
173,-842150451
174,-842150451
175,-842150451
176,-842150451
177,-842150451
178,-842150451
179,-842150451
180,-842150451
181,-842150451
182,-842150451
183,-842150451
184,-842150451
185,-842150451
186,-842150451
187,-842150451
188,-842150451
189,-842150451
190,-842150451
191,-842150451
192,-842150451
193,-842150451
194,-842150451
195,-842150451
196,-842150451
197,-842150451
198,-842150451
199,-842150451
200,-842150451
201,-842150451
202,-842150451
203,-842150451
204,-842150451
205,-842150451
206,-842150451
207,-842150451
208,-842150451
209,-842150451
210,-842150451
211,-842150451
212,-842150451
213,-842150451
214,-842150451
215,-842150451
216,-842150451
217,-842150451
218,-842150451
219,-842150451
220,-842150451
221,-842150451
222,-842150451
223,-842150451
224,-842150451
225,-842150451
226,-842150451
227,-842150451
228,-842150451
229,-842150451
230,-842150451
231,-842150451
232,-842150451
233,-842150451
234,-842150451
235,-842150451
236,-842150451
237,-842150451
238,-842150451
239,-842150451
240,-842150451
241,-842150451
242,-842150451
243,-842150451
244,-842150451
245,-842150451
246,-842150451
247,-842150451
248,-842150451
249,-842150451
250,-842150451
251,-842150451
252,-842150451
253,-842150451
254,-842150451
255,-842150451
256,-842150451
257,-842150451
258,-842150451
259,-842150451
260,-842150451
261,-842150451
262,-842150451
263,-842150451
264,-842150451
265,-842150451
266,-842150451
267,-842150451
268,-842150451
269,-842150451
270,-842150451
271,-842150451
272,-842150451
273,-842150451
274,-842150451
275,-842150451
276,-842150451
277,-842150451
278,-842150451
279,-842150451
280,-842150451
281,-842150451
282,-842150451
283,-842150451
284,-842150451
285,-842150451
286,-842150451
287,-842150451
288,-842150451
289,-842150451
290,-842150451
291,-842150451
292,-842150451
293,-842150451
294,-842150451
295,-842150451
296,-842150451
297,-842150451
298,-842150451
299,-842150451
300,-842150451
301,-842150451
302,-842150451
303,-842150451
304,-842150451
305,-842150451
306,-842150451
307,-842150451
308,-842150451
309,-842150451
310,-842150451
311,-842150451
312,-842150451
313,-842150451
314,-842150451
315,-842150451
316,-842150451
317,-842150451
318,-842150451
319,-842150451
320,-842150451
321,-842150451
322,-842150451
323,-842150451
324,-842150451
325,-842150451
326,-842150451
327,-842150451
328,-842150451
329,-842150451
330,-842150451
331,-842150451
332,-842150451
333,-842150451
334,-842150451
335,-842150451
336,-842150451
337,-842150451
338,-842150451
339,-842150451
340,-842150451
341,-842150451
342,-842150451
343,-842150451
344,-842150451
345,-842150451
346,-842150451
347,-842150451
348,-842150451
349,-842150451
350,-842150451
351,-842150451
352,-842150451
353,-842150451
354,-842150451
355,-842150451
356,-842150451
357,-842150451
358,-842150451
359,-842150451
360,-842150451
361,-842150451
362,-842150451
363,-842150451
364,-842150451
365,-842150451
366,-842150451
367,-842150451
368,-842150451
369,-842150451
370,-842150451
371,-842150451
372,-842150451
373,-842150451
374,-842150451
375,-842150451
376,-842150451
377,-842150451
378,-842150451
379,-842150451
380,-842150451
381,-842150451
382,-842150451
383,-842150451
384,-842150451
385,-842150451
386,-842150451
387,-842150451
388,-842150451
389,-842150451
390,-842150451
391,-842150451
392,-842150451
393,-842150451
394,-842150451
395,-842150451
396,-842150451
397,-842150451
398,-842150451
399,-842150451
400,-842150451
401,-842150451
402,-842150451
403,-842150451
404,-842150451
405,-842150451
406,-842150451
407,-842150451
408,-842150451
409,-842150451
410,-842150451
411,-842150451
412,-842150451
413,-842150451
414,-842150451
415,-842150451
416,-842150451
417,-842150451
418,-842150451
419,-842150451
420,-842150451
421,-842150451
422,-842150451
423,-842150451
424,-842150451
425,-842150451
426,-842150451
427,-842150451
428,-842150451
429,-842150451
430,-842150451
431,-842150451
432,-842150451
433,-842150451
434,-842150451
435,-842150451
436,-842150451
437,-842150451
438,-842150451
439,-842150451
440,-842150451
441,-842150451
442,-842150451
443,-842150451
444,-842150451
445,-842150451
446,-842150451
447,-842150451
448,-842150451
449,-842150451
450,-842150451
451,-842150451
452,-842150451
453,-842150451
454,-842150451
455,-842150451
456,-842150451
457,-842150451
458,-842150451
459,-842150451
460,-842150451
461,-842150451
462,-842150451
463,-842150451
464,-842150451
465,-842150451
466,-842150451
467,-842150451
468,-842150451
469,-842150451
470,-842150451
471,-842150451
472,-842150451
473,-842150451
474,-842150451
475,-842150451
476,-842150451
477,-842150451
478,-842150451
479,-842150451
480,-842150451
481,-842150451
482,-842150451
483,-842150451
484,-842150451
485,-842150451
486,-842150451
487,-842150451
488,-842150451
489,-842150451
490,-842150451
491,-842150451
492,-842150451
493,-842150451
494,-842150451
495,-842150451
496,-842150451
497,-842150451
498,-842150451
499,-842150451
500,-842150451
501,-842150451
502,-842150451
503,-842150451
504,-842150451
505,-842150451
506,-842150451
507,-842150451
508,-842150451
509,-842150451
510,-842150451
511,-842150451
512,-842150451
513,-842150451
514,-842150451
515,-842150451
516,-842150451
517,-842150451
518,-842150451
519,-842150451
520,-842150451
521,-842150451
522,-842150451
523,-842150451
524,-842150451
525,-842150451
526,-842150451
527,-842150451
528,-842150451
529,-842150451
530,-842150451
531,-842150451
532,-842150451
533,-842150451
534,-842150451
535,-842150451
536,-842150451
537,-842150451
538,-842150451
539,-842150451
540,-842150451
541,-842150451
542,-842150451
543,-842150451
544,-842150451
545,-842150451
546,-842150451
547,-842150451
548,-842150451
549,-842150451
550,-842150451
551,-842150451
552,-842150451
553,-842150451
554,-842150451
555,-842150451
556,-842150451
557,-842150451
558,-842150451
559,-842150451
560,-842150451
561,-842150451
562,-842150451
563,-842150451
564,-842150451
565,-842150451
566,-842150451
567,-842150451
568,-842150451
569,-842150451
570,-842150451
571,-842150451
572,-842150451
573,-842150451
574,-842150451
575,-842150451
576,-842150451
577,-842150451
578,-842150451
579,-842150451
580,-842150451
581,-842150451
582,-842150451
583,-842150451
584,-842150451
585,-842150451
586,-842150451
587,-842150451
588,-842150451
589,-842150451
590,-842150451
591,-842150451
592,-842150451
593,-842150451
594,-842150451
595,-842150451
596,-842150451
597,-842150451
598,-842150451
599,-842150451
600,-842150451
601,-842150451
602,-842150451
603,-842150451
604,-842150451
605,-842150451
606,-842150451
607,-842150451
608,-842150451
609,-842150451
610,-842150451
611,-842150451
612,-842150451
613,-842150451
614,-842150451
615,-842150451
616,-842150451
617,-842150451
618,-842150451
619,-842150451
